date,open,high,low,close,prediction
06-03-2016,400.52,411.91,395.78,407.71,424.03
07-03-2016,407.76,415.92,406.31,414.32,423.41
08-03-2016,414.46,416.24,411.09,413.97,422.74
09-03-2016,413.89,416.03,411.61,414.86,420.35
10-03-2016,414.74,417.51,413.25,417.13,419.41
11-03-2016,417.24,423.93,417.01,421.69,421.56
12-03-2016,421.61,421.8,410.09,411.62,422.48
13-03-2016,411.65,416.6,411.64,414.07,425.19
14-03-2016,414.2,416.68,414.2,416.44,423.73
15-03-2016,416.39,418.13,414.98,416.83,424.28
16-03-2016,416.89,417.69,415.91,417.01,429.71
17-03-2016,417.89,421,417.89,420.62,430.57
18-03-2016,420.55,420.55,406.14,409.55,427.4
19-03-2016,409.27,410.98,407.23,410.44,428.59
20-03-2016,410.4,414.63,410.4,413.76,435.51
21-03-2016,413.42,413.42,410.38,413.31,441.39
22-03-2016,413.13,418.38,412.53,418.09,449.42
23-03-2016,418.16,419.27,417.36,418.04,445.74
24-03-2016,418.42,418.68,415.49,416.39,450.28
25-03-2016,416.51,418.08,415.56,417.18,458.55
26-03-2016,417.36,418.99,416.26,417.95,461.43
27-03-2016,418.14,428.8,417.71,426.77,466.09
28-03-2016,426.55,426.86,423.29,424.23,444.69
29-03-2016,424.3,426.2,412.68,416.52,449.01
30-03-2016,416.83,416.83,412.5,414.82,455.1
31-03-2016,415.26,418.37,415.26,416.73,448.32
01-04-2016,416.76,418.17,415.83,417.96,451.88
02-04-2016,418.42,422.08,418.42,420.87,444.67
03-04-2016,421.17,421.58,419.7,420.9,450.3
04-04-2016,421.3,422.34,419.6,421.44,446.72
05-04-2016,421.02,424.26,420.61,424.03,447.98
06-04-2016,424.28,424.53,422.73,423.41,459.6
07-04-2016,423.62,423.66,420.52,422.74,458.54
08-04-2016,422.91,425.36,419.64,420.35,458.55
09-04-2016,420.81,420.89,416.52,419.41,460.48
10-04-2016,419.59,422.43,419.26,421.56,450.89
11-04-2016,421.87,422.74,420.53,422.48,452.73
12-04-2016,422.84,427.28,422.84,425.19,454.77
13-04-2016,425.63,426.66,422.92,423.73,455.67
14-04-2016,423.93,425.37,423.01,424.28,455.67
15-04-2016,424.43,429.93,424.43,429.71,457.57
16-04-2016,429.58,432.63,428.98,430.57,454.16
17-04-2016,430.64,431.37,426.08,427.4,453.78
18-04-2016,427.61,429.27,427.09,428.59,454.62
19-04-2016,428.7,436.02,428.1,435.51,438.71
20-04-2016,435.32,443.05,434.41,441.39,442.68
21-04-2016,441.42,450.55,440.95,449.42,443.19
22-04-2016,449.69,449.81,444.15,445.74,439.32
23-04-2016,445.86,450.28,444.33,450.28,444.15
24-04-2016,450.56,460.15,448.93,458.55,445.98
25-04-2016,459.12,466.62,453.59,461.43,449.6
26-04-2016,461.65,467.96,461.62,466.09,453.38
27-04-2016,466.26,467.08,444.13,444.69,473.46
28-04-2016,445.04,449.55,436.65,449.01,530.04
29-04-2016,449.41,455.38,446.02,455.1,526.23
30-04-2016,455.18,455.59,447.7,448.32,533.86
01-05-2016,448.48,452.48,447.93,451.88,531.39
02-05-2016,451.93,452.45,441.78,444.67,536.92
03-05-2016,444.73,451.1,442.62,450.3,537.97
04-05-2016,450.18,450.38,445.63,446.72,569.19
05-05-2016,446.71,448.51,445.88,447.98,572.73
06-05-2016,447.94,461.38,447.07,459.6,574.98
07-05-2016,459.64,460.67,457.32,458.54,585.54
08-05-2016,458.43,459.42,455.98,458.55,576.6
09-05-2016,458.21,462.48,456.53,460.48,581.65
10-05-2016,460.52,461.93,448.95,450.89,574.63
11-05-2016,450.86,454.58,450.86,452.73,577.47
12-05-2016,452.45,454.95,449.25,454.77,606.73
13-05-2016,454.85,457.05,453.45,455.67,672.78
14-05-2016,455.82,456.84,454.79,455.67,704.38
15-05-2016,455.76,458.69,455.46,457.57,685.56
16-05-2016,457.59,458.2,452.95,454.16,694.47
17-05-2016,454.01,455.07,453.61,453.78,766.31
18-05-2016,453.69,456,453.3,454.62,748.91
19-05-2016,454.52,454.63,438.71,438.71,756.23
20-05-2016,437.79,444.05,437.39,442.68,763.78
21-05-2016,442.97,443.78,441.71,443.19,737.23
22-05-2016,443.22,443.43,439.04,439.32,666.65
23-05-2016,439.35,444.35,438.82,444.15,596.12
24-05-2016,444.29,447.1,443.93,445.98,623.98
25-05-2016,446.06,450.3,446.06,449.6,665.3
26-05-2016,449.67,453.64,447.9,453.38,665.12
27-05-2016,453.52,478.15,453.52,473.46,629.37
28-05-2016,473.03,533.47,472.7,530.04,655.28
29-05-2016,527.48,553.96,512.18,526.23,647
30-05-2016,528.47,544.35,522.96,533.86,639.89
31-05-2016,534.19,546.62,520.66,531.39,673.34
01-06-2016,531.11,543.08,525.64,536.92,676.3
02-06-2016,536.52,540.35,533.08,537.97,703.7
03-06-2016,537.68,574.64,536.92,569.19,658.66
04-06-2016,569.71,590.13,564.24,572.73,683.66
05-06-2016,573.31,582.81,569.18,574.98,670.63
06-06-2016,574.6,586.47,574.6,585.54,677.33
07-06-2016,585.45,590.26,567.51,576.6,640.56
08-06-2016,577.17,582.84,573.13,581.65,666.52
09-06-2016,582.2,582.2,570.95,574.63,650.96
10-06-2016,575.84,579.13,573.33,577.47,649.36
11-06-2016,578.67,607.12,578.67,606.73,647.66
12-06-2016,609.68,684.84,607.04,672.78,664.55
13-06-2016,671.65,716,664.49,704.38,654.47
14-06-2016,704.5,704.5,662.8,685.56,658.08
15-06-2016,685.68,696.3,672.56,694.47,663.26
16-06-2016,696.52,773.72,696.52,766.31,660.77
17-06-2016,768.49,775.36,716.56,748.91,679.46
18-06-2016,748.76,777.99,733.93,756.23,673.11
19-06-2016,756.69,766.62,745.63,763.78,672.86
20-06-2016,763.93,764.08,732.73,737.23,665.68
21-06-2016,735.88,735.88,639.07,666.65,665.01
22-06-2016,665.91,678.67,587.48,596.12,650.62
23-06-2016,597.44,629.33,558.14,623.98,655.56
24-06-2016,625.58,681.73,625.27,665.3,661.28
25-06-2016,665.28,691.73,646.56,665.12,654.1
26-06-2016,665.93,665.98,616.93,629.37,651.78
27-06-2016,629.35,655.28,620.52,655.28,654.35
28-06-2016,658.1,659.25,637.77,647,655.03
29-06-2016,644.12,644.68,628.28,639.89,656.99
30-06-2016,640.59,675.4,636.61,673.34,655.05
01-07-2016,672.52,686.15,669.59,676.3,624.68
02-07-2016,676.73,703.7,676.4,703.7,606.27
03-07-2016,704.97,704.97,649.01,658.66,547.47
04-07-2016,658.8,683.66,650.51,683.66,566.35
05-07-2016,683.21,683.49,665.07,670.63,578.29
06-07-2016,670.42,681.9,670.42,677.33,575.04
07-07-2016,678.09,682.43,611.83,640.56,587.78
08-07-2016,640.69,666.71,636.47,666.52,592.69
09-07-2016,666.38,666.38,633.4,650.96,591.05
10-07-2016,650.6,652.29,641.26,649.36,587.8
11-07-2016,648.48,659.63,644.98,647.66,592.1
12-07-2016,648.28,675.26,646.78,664.55,589.12
13-07-2016,664.8,668.7,654.47,654.47,587.56
14-07-2016,652.92,662.9,652.92,658.08,585.59
15-07-2016,659.17,667.08,659.04,663.26,570.47
16-07-2016,663.78,666.46,659.33,660.77,567.24
17-07-2016,661.99,682.36,661.99,679.46,577.44
18-07-2016,679.81,681.55,668.63,673.11,573.22
19-07-2016,672.74,673.28,667.63,672.86,574.32
20-07-2016,672.81,672.93,663.36,665.68,575.63
21-07-2016,665.23,666.22,660.41,665.01,581.7
22-07-2016,664.92,666.58,646.72,650.62,581.31
23-07-2016,650.73,656.37,648.52,655.56,586.75
24-07-2016,655.41,663.11,652.79,661.28,583.41
25-07-2016,661.26,661.83,653.4,654.1,580.18
26-07-2016,654.23,656.22,645.88,651.78,577.76
27-07-2016,651.63,657.46,648.45,654.35,579.65
28-07-2016,654.49,657.59,654.49,655.03,569.95
29-07-2016,655.11,657.8,654.79,656.99,573.91
30-07-2016,657.01,658.22,654.21,655.05,574.11
31-07-2016,655.1,655.28,624.36,624.68,577.5
01-08-2016,624.6,626.12,605.88,606.27,575.47
02-08-2016,606.4,612.85,531.33,547.47,572.3
03-08-2016,548.66,573.36,541.55,566.35,575.54
04-08-2016,566.33,579.5,565.78,578.29,598.21
05-08-2016,578.28,578.28,569.98,575.04,608.63
06-08-2016,575.03,588.4,569.47,587.78,606.59
07-08-2016,587.77,597.51,586.82,592.69,610.44
08-08-2016,592.74,592.99,588.05,591.05,614.54
09-08-2016,591.04,591.09,584.79,587.8,626.32
10-08-2016,587.65,599.98,586.37,592.1,622.86
11-08-2016,592.12,597.54,589.12,589.12,623.51
12-08-2016,588.8,589.91,583.81,587.56,606.72
13-08-2016,587.36,589.77,584.98,585.59,608.24
14-08-2016,585.59,585.67,564.78,570.47,609.24
15-08-2016,570.49,573.58,563.24,567.24,610.68
16-08-2016,567.24,581.74,566.72,577.44,607.16
17-08-2016,577.76,580.89,571.43,573.22,606.97
18-08-2016,573.71,577.79,573.43,574.32,605.98
19-08-2016,574.34,578.24,574.18,575.63,609.87
20-08-2016,576.08,582.82,575.46,581.7,609.23
21-08-2016,581.94,584.16,580.22,581.31,608.31
22-08-2016,581.31,588.45,580.59,586.75,597.15
23-08-2016,586.77,589.47,581.63,583.41,596.3
24-08-2016,583.41,583.59,579.85,580.18,602.84
25-08-2016,580.18,580.45,575.17,577.76,602.63
26-08-2016,577.75,580.62,576.86,579.65,600.83
27-08-2016,579.45,579.84,568.63,569.95,608.04
28-08-2016,569.83,574.04,569.74,573.91,606.17
29-08-2016,574.07,576.28,573.47,574.11,604.73
30-08-2016,574.11,578.36,574.11,577.5,605.69
31-08-2016,577.59,577.86,573.64,575.47,609.73
01-09-2016,575.55,576.31,571.81,572.3,613.98
02-09-2016,572.41,575.64,570.81,575.54,610.89
03-09-2016,575.55,599.5,574.06,598.21,612.13
04-09-2016,598.59,611.84,596.85,608.63,610.2
05-09-2016,608.99,609.05,602.24,606.59,612.51
06-09-2016,606.51,610.83,605.09,610.44,613.02
07-09-2016,610.57,614.54,608.51,614.54,617.12
08-09-2016,614.64,628.77,613.84,626.32,619.11
09-09-2016,626.35,626.83,620.26,622.86,616.75
10-09-2016,622.93,625.09,622.4,623.51,618.99
11-09-2016,623.42,628.82,600.51,606.72,641.07
12-09-2016,607.01,608.46,605.41,608.24,636.19
13-09-2016,608.03,611.19,606.92,609.24,636.79
14-09-2016,608.84,611.95,608.41,610.68,640.38
15-09-2016,610.59,611.09,607.16,607.16,638.65
16-09-2016,607.25,609.26,606.73,606.97,641.63
17-09-2016,607.22,607.86,605.19,605.98,639.19
18-09-2016,606.28,610.16,605.86,609.87,637.96
19-09-2016,609.87,610.93,608.27,609.23,630.52
20-09-2016,609.25,609.53,607.94,608.31,630.86
21-09-2016,603.59,603.59,595.88,597.15,632.83
22-09-2016,597.28,598.49,596.21,596.3,657.29
23-09-2016,596.2,603.21,595.79,602.84,657.07
24-09-2016,602.96,604.58,602.04,602.63,653.76
25-09-2016,602.75,603.38,599.71,600.83,657.59
26-09-2016,600.81,608.14,600.35,608.04,678.3
27-09-2016,608.02,608.25,604.11,606.17,688.31
28-09-2016,606.24,606.59,604.61,604.73,689.65
29-09-2016,605.02,606.82,604.85,605.69,714.48
30-09-2016,605.72,609.73,604.14,609.73,701.86
01-10-2016,609.93,615.24,609.93,613.98,700.97
02-10-2016,613.95,614.01,609.68,610.89,729.79
03-10-2016,610.97,612.57,610.46,612.13,740.83
04-10-2016,612.05,612.05,609.48,610.2,688.7
05-10-2016,610.22,613.81,609.62,612.51,703.23
06-10-2016,612.47,613.82,611.47,613.02,703.42
07-10-2016,612.61,617.91,611.82,617.12,711.52
08-10-2016,617.34,619.85,617.34,619.11,703.13
09-10-2016,619.17,619.2,616.61,616.75,709.85
10-10-2016,616.82,621.32,616.2,618.99,723.27
11-10-2016,619.24,642.08,618.5,641.07,715.53
12-10-2016,640.87,641.34,635.97,636.19,716.41
13-10-2016,636.03,638.83,635.03,636.79,705.05
14-10-2016,637.01,641.28,637.01,640.38,702.03
15-10-2016,640.31,642.1,637.39,638.65,705.02
16-10-2016,639.08,642.9,638.9,641.63,711.62
17-10-2016,641.82,642.33,638.66,639.19,744.2
18-10-2016,639.41,640.74,636,637.96,740.98
19-10-2016,638.13,638.87,628.01,630.52,751.59
20-10-2016,630.66,631.92,628.26,630.86,751.62
21-10-2016,630.83,634.09,630.69,632.83,731.03
22-10-2016,633.14,658.2,632.85,657.29,739.25
23-10-2016,657.62,661.13,653.89,657.07,751.35
24-10-2016,657.16,657.25,652.59,653.76,744.59
25-10-2016,654,664.42,653.7,657.59,740.29
26-10-2016,657.68,679.73,657.68,678.3,741.65
27-10-2016,678.21,688.59,678.04,688.31,735.38
28-10-2016,688,690.44,684.16,689.65,732.03
29-10-2016,690.29,720.4,690.05,714.48,735.81
30-10-2016,714.12,714.12,696.47,701.86,735.6
31-10-2016,702.64,709.29,691.68,700.97,745.69
01-11-2016,701.34,736.45,701.34,729.79,756.77
02-11-2016,730.07,740.83,722.35,740.83,777.94
03-11-2016,742.35,745.77,678.16,688.7,771.16
04-11-2016,689.12,706.93,685.56,703.23,773.87
05-11-2016,703.53,707.51,697.74,703.42,758.7
06-11-2016,703.81,714.26,699.56,711.52,764.22
07-11-2016,710.74,710.74,699.9,703.13,768.13
08-11-2016,703.09,712.99,702.39,709.85,770.81
09-11-2016,709.83,740.05,708.61,723.27,772.79
10-11-2016,722.84,723.02,711.21,715.53,774.65
11-11-2016,715.55,718.32,714.41,716.41,769.73
12-11-2016,716.75,717.15,704.03,705.05,780.09
13-11-2016,705.2,705.26,687.32,702.03,780.56
14-11-2016,702,706.28,699.81,705.02,781.48
15-11-2016,705.79,715.72,705.26,711.62,778.09
16-11-2016,711.17,747.61,709.04,744.2,784.91
17-11-2016,744.88,755.65,739.51,740.98,790.83
18-11-2016,740.71,752.88,736.89,751.59,790.53
19-11-2016,751.83,756.24,744.47,751.62,792.71
20-11-2016,751.88,755.48,717.94,731.03,800.88
21-11-2016,731.27,741.72,730.51,739.25,834.28
22-11-2016,739.64,753.87,736.53,751.35,864.54
23-11-2016,751.74,752.25,738.92,744.59,921.98
24-11-2016,744.62,746.83,733.49,740.29,898.82
25-11-2016,740.44,741.65,734.59,741.65,896.18
26-11-2016,741.51,742.21,729.63,735.38,907.61
27-11-2016,735.44,739.02,731.09,732.03,933.2
28-11-2016,732.48,738.01,732.48,735.81,975.92
29-11-2016,736.33,737.47,734.56,735.6,973.5
30-11-2016,736.28,747.93,736.27,745.69,961.24
01-12-2016,746.05,758.28,746.05,756.77,963.74
02-12-2016,757.54,781.3,757.54,777.94,998.33
03-12-2016,778.25,778.25,764.86,771.16,1021.75
04-12-2016,771.64,773.87,768.16,773.87,1043.84
05-12-2016,773.39,773.47,751.71,758.7,1154.73
06-12-2016,758.72,765.62,758.72,764.22,1013.38
07-12-2016,764.21,771.54,759.75,768.13,902.2
08-12-2016,768.08,774.7,765.95,770.81,908.59
09-12-2016,769.94,774.53,769.65,772.79,911.2
10-12-2016,773.02,777.09,772.91,774.65,902.83
11-12-2016,774.75,774.8,765.41,769.73,907.68
12-12-2016,770.04,781.92,770.04,780.09,777.76
13-12-2016,780.65,788.46,777.96,780.56,804.83
14-12-2016,780.01,782.03,776.84,781.48,823.98
15-12-2016,780.07,781.43,777.8,778.09,818.41
16-12-2016,778.96,785.03,778.96,784.91,821.8
17-12-2016,785.17,792.51,784.86,790.83,831.53
18-12-2016,791.01,794.74,788.03,790.53,907.94
19-12-2016,790.69,793.61,790.32,792.71,886.62
20-12-2016,792.25,801.34,791.5,800.88,899.07
21-12-2016,800.64,834.28,799.41,834.28,895.03
22-12-2016,834.18,875.78,834.15,864.54,921.79
23-12-2016,864.89,925.12,864.68,921.98,924.67
24-12-2016,922.18,923.48,886.34,898.82,921.01
25-12-2016,899.65,899.65,862.42,896.18,892.69
26-12-2016,896.91,913.18,896.9,907.61,901.54
27-12-2016,908.35,940.05,904.26,933.2,917.59
28-12-2016,934.83,975.92,934.83,975.92,919.75
29-12-2016,975.13,979.4,954.5,973.5,921.59
30-12-2016,972.53,972.53,934.83,961.24,919.5
31-12-2016,960.63,963.74,947.24,963.74,920.38
01-01-2017,963.66,1003.08,958.7,998.33,970.4
02-01-2017,998.62,1031.39,996.7,1021.75,989.02
03-01-2017,1021.6,1044.08,1021.6,1043.84,1011.8
04-01-2017,1044.4,1159.42,1044.4,1154.73,1029.91
05-01-2017,1156.73,1191.1,910.42,1013.38,1042.9
06-01-2017,1014.24,1046.81,883.94,902.2,1027.34
07-01-2017,903.49,908.59,823.56,908.59,1038.15
08-01-2017,908.17,942.72,887.25,911.2,1061.35
09-01-2017,913.24,913.69,879.81,902.83,1063.07
10-01-2017,902.44,914.87,901.06,907.68,994.38
11-01-2017,908.11,919.45,762.77,777.76,988.67
12-01-2017,775.18,826.25,755.76,804.83,1004.45
13-01-2017,803.74,829,780,823.98,999.18
14-01-2017,825.14,835.09,812.46,818.41,990.64
15-01-2017,818.14,823.31,812.87,821.8,1004.55
16-01-2017,821.78,834.53,820.27,831.53,1007.48
17-01-2017,830.95,910.56,830.8,907.94,1027.44
18-01-2017,909.37,917.5,858.3,886.62,1046.21
19-01-2017,888.34,904.61,884.34,899.07,1054.42
20-01-2017,898.17,899.4,887.01,895.03,1047.87
21-01-2017,895.55,927.37,895.53,921.79,1079.98
22-01-2017,922.21,937.53,897.56,924.67,1115.3
23-01-2017,925.5,928.27,916.74,921.01,1117.44
24-01-2017,910.68,924.15,892.29,892.69,1166.72
25-01-2017,891.92,903.25,891.69,901.54,1173.68
26-01-2017,902.4,919.33,902.22,917.59,1143.84
27-01-2017,918.36,923.22,915.85,919.75,1165.2
28-01-2017,919.81,923.91,919.81,921.59,1179.97
29-01-2017,922.07,923.42,919.15,919.5,1179.97
30-01-2017,920.15,923.05,919.47,920.38,1222.5
31-01-2017,920.96,972.02,920.96,970.4,1251.01
01-02-2017,970.94,989.11,970.74,989.02,1274.99
02-02-2017,990,1013.52,983.22,1011.8,1255.15
03-02-2017,1011.46,1033.87,1008.79,1029.91,1267.12
04-02-2017,1031.33,1045.9,1015.16,1042.9,1272.83
05-02-2017,1043.52,1043.63,1022.37,1027.34,1223.54
06-02-2017,1028.4,1044.64,1028.16,1038.15,1150
07-02-2017,1040.14,1061.93,1040.14,1061.35,1188.49
08-02-2017,1062.32,1078.97,1037.49,1063.07,1116.72
09-02-2017,1064.7,1088.99,953.34,994.38,1175.83
10-02-2017,995.63,998.91,946.69,988.67,1221.38
11-02-2017,988.9,1009.29,982.83,1004.45,1231.92
12-02-2017,1003.52,1004.76,996.92,999.18,1240
13-02-2017,998.89,1002.1,976,990.64,1249.61
14-02-2017,991.73,1011.51,986.47,1004.55,1187.81
15-02-2017,1006.21,1008.84,1001.58,1007.48,1100.23
16-02-2017,1007.65,1033.37,1007.65,1027.44,973.82
17-02-2017,1026.12,1053.17,1025.64,1046.21,1036.74
18-02-2017,1049.21,1061.1,1046.96,1054.42,1054.23
19-02-2017,1054.76,1056.81,1043.46,1047.87,1120.54
20-02-2017,1048.69,1080.49,1041.69,1079.98,1049.14
21-02-2017,1079.28,1117.25,1076.93,1115.3,1038.59
22-02-2017,1114.8,1125.39,1100.55,1117.44,937.52
23-02-2017,1117.27,1176.62,1116.96,1166.72,972.78
24-02-2017,1172.71,1200.39,1131.96,1173.68,966.72
25-02-2017,1170.41,1174.85,1124.59,1143.84,1045.77
26-02-2017,1144.27,1167.47,1130.2,1165.2,1047.15
27-02-2017,1163.78,1181.98,1163.38,1179.97,1039.97
28-02-2017,1180.72,1193.25,1171.82,1179.97,1026.43
01-03-2017,1180.04,1222.5,1179.69,1222.5,1071.79
02-03-2017,1224.68,1262.13,1215.62,1251.01,1080.5
03-03-2017,1250.71,1280.31,1250.71,1274.99,1102.17
04-03-2017,1277.43,1279.4,1230.51,1255.15,1143.81
05-03-2017,1254.29,1267.29,1238.06,1267.12,1133.25
06-03-2017,1267.47,1276,1264.6,1272.83,1124.78
07-03-2017,1273.21,1275.55,1204.8,1223.54,1182.68
08-03-2017,1223.23,1232.16,1148.08,1150,1176.9
09-03-2017,1150.35,1197.46,1141.23,1188.49,1175.95
10-03-2017,1189.36,1270.47,1077.25,1116.72,1187.87
11-03-2017,1116.32,1193.83,1116.32,1175.83,1187.13
12-03-2017,1176.62,1226.98,1175.36,1221.38,1205.01
13-03-2017,1221.78,1237.37,1217.03,1231.92,1200.37
14-03-2017,1232.16,1244.81,1220.72,1240,1169.28
15-03-2017,1240.16,1251.61,1239.75,1249.61,1167.54
16-03-2017,1251.33,1257.98,1152.44,1187.81,1172.52
17-03-2017,1180.16,1180.16,1099.57,1100.23,1182.94
18-03-2017,1099.69,1114.07,957.66,973.82,1193.91
19-03-2017,976.73,1069.91,976.73,1036.74,1211.67
20-03-2017,1037.24,1063.03,1036.68,1054.23,1210.29
21-03-2017,1055.36,1122.43,1055.36,1120.54,1229.08
22-03-2017,1120.65,1120.65,1014.21,1049.14,1222.05
23-03-2017,1050.05,1058.01,1028.93,1038.59,1231.71
24-03-2017,1038.45,1040.47,934.36,937.52,1207.21
25-03-2017,936.54,975.76,903.71,972.78,1250.15
26-03-2017,974.02,1007.96,954.19,966.72,1265.49
27-03-2017,972.05,1046.4,971.98,1045.77,1281.08
28-03-2017,1044.58,1064.65,1027.73,1047.15,1317.73
29-03-2017,1046.08,1055.13,1015.88,1039.97,1316.48
30-03-2017,1042.21,1049.29,1020.04,1026.43,1321.79
31-03-2017,1026.64,1074.92,1026.64,1071.79,1347.89
01-04-2017,1071.71,1091.72,1061.09,1080.5,1421.6
02-04-2017,1080.61,1107.59,1075.45,1102.17,1452.82
03-04-2017,1102.95,1151.74,1102.95,1143.81,1490.09
04-04-2017,1145.52,1156.44,1120.52,1133.25,1537.67
05-04-2017,1134.14,1135.09,1113.63,1124.78,1555.45
06-04-2017,1125.81,1188.37,1125.81,1182.68,1578.8
07-04-2017,1178.94,1186.58,1163.39,1176.9,1596.71
08-04-2017,1172.65,1184.98,1162.58,1175.95,1723.35
09-04-2017,1176.57,1197.21,1171.86,1187.87,1755.36
10-04-2017,1187.3,1190.34,1179.04,1187.13,1787.13
11-04-2017,1187.46,1208.07,1187.46,1205.01,1848.57
12-04-2017,1204.81,1207.14,1196.76,1200.37,1724.24
13-04-2017,1201.02,1205.89,1156.44,1169.28,1804.91
14-04-2017,1170.33,1190.8,1159.79,1167.54,1808.91
15-04-2017,1167.3,1188,1164.96,1172.52,1738.43
16-04-2017,1172.61,1187.22,1172.61,1182.94,1734.45
17-04-2017,1183.25,1194.9,1172.65,1193.91,1839.09
18-04-2017,1193.77,1217.57,1193.77,1211.67,1888.65
19-04-2017,1212.13,1215.51,1205.08,1210.29,1987.71
20-04-2017,1211.08,1240.79,1208.41,1229.08,2084.73
21-04-2017,1229.42,1235.94,1215.56,1222.05,2041.2
22-04-2017,1222.71,1235.56,1208.47,1231.71,2173.4
23-04-2017,1231.92,1232.2,1203.94,1207.21,2320.42
24-04-2017,1209.63,1250.94,1209.63,1250.15,2443.64
25-04-2017,1250.45,1267.58,1249.97,1265.49,2304.98
26-04-2017,1265.99,1294.83,1265.93,1281.08,2202.42
27-04-2017,1281.88,1319.7,1281.3,1317.73,2038.87
28-04-2017,1317.74,1331.28,1292.37,1316.48,2155.8
29-04-2017,1317.84,1327.2,1315.21,1321.79,2255.61
30-04-2017,1321.87,1347.91,1314.92,1347.89,2175.47
01-05-2017,1348.3,1434.32,1348.3,1421.6,2286.41
02-05-2017,1421.03,1473.9,1415.69,1452.82,2407.88
03-05-2017,1453.78,1492.77,1447.49,1490.09,2488.55
04-05-2017,1490.72,1608.91,1490.72,1537.67,2515.35
05-05-2017,1540.87,1618.03,1530.31,1555.45,2511.81
06-05-2017,1556.81,1578.8,1542.5,1578.8,2686.81
07-05-2017,1579.47,1596.72,1559.76,1596.71,2863.2
08-05-2017,1596.92,1723.35,1596.92,1723.35,2732.16
09-05-2017,1723.89,1833.49,1716.3,1755.36,2805.62
10-05-2017,1756.52,1788.44,1719.1,1787.13,2823.81
11-05-2017,1780.37,1873.93,1755.35,1848.57,2947.71
12-05-2017,1845.76,1856.15,1694.01,1724.24,2958.11
13-05-2017,1723.12,1812.99,1651.08,1804.91,2659.63
14-05-2017,1800.86,1831.42,1776.62,1808.91,2717.02
15-05-2017,1808.44,1812.8,1708.54,1738.43,2506.37
16-05-2017,1741.7,1785.94,1686.54,1734.45,2464.58
17-05-2017,1726.73,1864.05,1661.91,1839.09,2518.56
18-05-2017,1818.7,1904.48,1807.12,1888.65,2655.88
19-05-2017,1897.37,2004.52,1890.25,1987.71,2548.29
20-05-2017,1984.24,2084.73,1974.92,2084.73,2589.6
21-05-2017,2067.03,2119.08,2037.5,2041.2,2721.79
22-05-2017,2043.19,2303.9,2017.87,2173.4,2689.1
23-05-2017,2191.56,2320.82,2178.5,2320.42,2705.41
24-05-2017,2321.37,2523.72,2321.37,2443.64,2744.91
25-05-2017,2446.24,2763.71,2285.3,2304.98,2608.72
26-05-2017,2320.89,2573.79,2071.99,2202.42,2589.41
27-05-2017,2196.27,2260.2,1855.83,2038.87,2478.45
28-05-2017,2054.08,2267.34,2054.08,2155.8,2552.45
29-05-2017,2159.43,2307.05,2107.17,2255.61,2574.79
30-05-2017,2255.36,2301.96,2124.57,2175.47,2539.32
31-05-2017,2187.19,2311.08,2145.57,2286.41,2480.84
01-06-2017,2288.33,2448.39,2288.33,2407.88,2434.55
02-06-2017,2404.03,2488.55,2373.32,2488.55,2506.47
03-06-2017,2493.72,2581.91,2423.57,2515.35,2564.06
04-06-2017,2547.79,2585.89,2452.54,2511.81,2601.64
05-06-2017,2512.4,2686.81,2510.22,2686.81,2601.99
06-06-2017,2690.84,2999.91,2690.84,2863.2,2608.56
07-06-2017,2869.38,2869.38,2700.56,2732.16,2518.66
08-06-2017,2720.49,2815.3,2670.95,2805.62,2571.34
09-06-2017,2807.44,2901.71,2795.62,2823.81,2518.44
10-06-2017,2828.14,2950.99,2746.55,2947.71,2372.56
11-06-2017,2942.41,2996.6,2840.53,2958.11,2337.79
12-06-2017,2953.22,2997.26,2518.56,2659.63,2398.84
13-06-2017,2680.91,2789.04,2650.38,2717.02,2357.9
14-06-2017,2716.88,2786.83,2412.94,2506.37,2233.34
15-06-2017,2499.58,2534.71,2212.96,2464.58,1998.86
16-06-2017,2469.57,2539.92,2385.15,2518.56,1929.82
17-06-2017,2514.01,2685.19,2484.96,2655.88,2228.41
18-06-2017,2655.35,2662.1,2516.33,2548.29,2318.88
19-06-2017,2549.03,2662.85,2549.03,2589.6,2273.43
20-06-2017,2591.26,2763.45,2589.82,2721.79,2817.6
21-06-2017,2709.43,2772.01,2660.4,2689.1,2667.76
22-06-2017,2691.03,2723.74,2642.36,2705.41,2810.12
23-06-2017,2707.34,2765.17,2706.37,2744.91,2730.4
24-06-2017,2738.52,2757.94,2583.19,2608.72,2754.86
25-06-2017,2607.25,2682.26,2552.12,2589.41,2576.48
26-06-2017,2590.57,2615.25,2376.29,2478.45,2529.45
27-06-2017,2478.45,2552.45,2332.99,2552.45,2671.78
28-06-2017,2553.03,2603.98,2484.42,2574.79,2809.01
29-06-2017,2567.56,2588.83,2510.48,2539.32,2726.45
30-06-2017,2539.24,2559.25,2478.43,2480.84,2757.18
01-07-2017,2492.6,2515.27,2419.23,2434.55,2875.34
02-07-2017,2436.4,2514.28,2394.84,2506.47,2718.26
03-07-2017,2498.56,2595,2480.47,2564.06,2710.67
04-07-2017,2561,2631.59,2559.35,2601.64,2804.73
05-07-2017,2602.87,2622.65,2538.55,2601.99,2895.89
06-07-2017,2608.1,2616.72,2581.69,2608.56,3252.91
07-07-2017,2608.59,2916.14,2498.87,2518.66,3213.94
08-07-2017,2520.27,2571.34,2492.31,2571.34,3378.94
